datapointID,DOI,inocType,FieldGreenhouse,treatment,noteTreatments,location,exact_location,Ecosystem,EcoGeneral,EcoRegion,FungalType,dominantFungiSource,plantSoil,managed/restoration,SoilDataLocation,priorLandUse,plantSpecies,notes,IsLatestTimePoint,comparisonGroup,Treatment2,soilOrigin,Time,TotBiomass,TotBioError,AboveBio,AboveBioError,BelowBio,BelowBioError,Yield,BioErrorType,biomassN,height,heightError,heightErrorType,heightN,CoverPerc,CoverPercError,CoverPercErrorType,coverPercN,V2a: SpeciesRichness,V2a: Error,V2b: ShannonDiversity,V2b: Error,V2: ErrorType,V2: N,seedlingSurvPerc,seedlingSurvPercError,seedlingSurvPercErrorType,seedlingSurvPercN,LeafArea(cm^2),LeafPhosphorous(mg/kgDryWeight),BasalAreaGrowthSeedlings(mm^2),Stem diameter,communityMycorrhizationIndex,EMFcolonization%,AMFcolonization%,Bray-CurtisDistance,NumberOfMycorrhizalRootTips,Mycorrhizal infection (%),Germination%,NumberofGerminatedSeedlings,Column4,Column5
54,10.1007/BF02803153,commercial,field,"Inoculum: TerraVital-D, combination of G. intraradices, G. mosseae, G. Hoi, G. Geosporum, G. Claroideum, 1l per m^2","Supplier of inoculum: PlantWorksLtd., Sittingbourne, UK, the inoculum also contained a mixture of slow release fertilizers: natural humates, seaweed extract and serpentinite","64°05'N, 19°41' W, 260m a.s.l.",1,grassland,grassland,subarctic,AM,paper,,restoration,,Basalt/dacit tephra-layers,L. arenarius,,,1,1,,1 growing Season (Ended in September),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.36,24.27,,,
55,10.1007/BF02803153,no,field,Control: no inoculation,,"64°05'N, 19°41' W, 260m a.s.l.",1,grassland,grassland,subarctic,AM,paper,,restoration,,Basalt/dacit tephra-layers,L. arenarius,three control plots had no plants,,1,0,,1 growing Season (Ended in September),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41,3.85,,,
56,10.1007/BF02803153,no,field,Control: no inoculation,,"64°05'N, 19°41' W, 260m a.s.l.",1,grassland,grassland,subarctic,EM,paper,,restoration,,Basalt/dacit tephra-layers,Betula pubescens,,,2,0,,13 months,,,,,,,,,,26.41,,,125,,,,,,,,,,,,,,,,,,,,,,,,32.01,,,,
57,10.1007/BF02803153,soil,field,Inoculum: Soil from 4 km away birch grove,,"64°05'N, 19°41' W, 260m a.s.l.",1,grassland,grassland,subarctic,EM,paper,,restoration,,Basalt/dacit tephra-layers,Betula pubescens,,,2,1,,13 months,,,,,,,,,,26.41,,,125,,,,,,,,,,,,,,,,,,,,,,,,27.01,,,,
58,10.1007/BF02803153,commercial,field,"Inoculum: TerraVital-G Ecto Mix, mixture of Laccaria laccata and Pisolithus arrhizus","Supplier of inoculum: PlantWorksLtd., Sittingbourne, UK, the inoculum also contained a mixture of slow release fertilizers: natural humates, seaweed extract and serpentinite","64°05'N, 19°41' W, 260m a.s.l.",1,grassland,grassland,subarctic,EM,paper,,restoration,,Basalt/dacit tephra-layers,Betula pubescens,,,2,1,,13 months,,,,,,,,,,25.84,,,125,,,,,,,,,,,,,,,,,,,,,,,,76.05,,,,
59,10.1007/BF02803153,no,field,"Control: no inoculation, fertilizer (slow release) addition",,"64°05'N, 19°41' W, 260m a.s.l.",1,grassland,grassland,subarctic,EM,paper,,restoration,,Basalt/dacit tephra-layers,Betula pubescens,,,3,0,,13 months,,,,,,,,,,24.8,,,125,,,,,,,,,,,,,,,,,,,,,,,,24.37,,,,
60,10.1007/BF02803153,soil,field,"Inoculum: Soil from 4 km away birch grove, fertilizer (slow release) additon",,"64°05'N, 19°41' W, 260m a.s.l.",1,grassland,grassland,subarctic,EM,paper,,restoration,,Basalt/dacit tephra-layers,Betula pubescens,,,3,1,,13 months,,,,,,,,,,25.54,,,125,,,,,,,,,,,,,,,,,,,,,,,,26.43,,,,
61,10.1007/BF02803153,commercial,field,"Inoculum: TerraVital-G Ecto Mix, mixture of Laccaria laccata and Pisolithus arrhizus, fertilizer (slow release) addition",,"64°05'N, 19°41' W, 260m a.s.l.",1,grassland,grassland,subarctic,EM,paper,,restoration,,Basalt/dacit tephra-layers,Betula pubescens,,,3,1,,13 months,,,,,,,,,,22.4,,,125,,,,,,,,,,,,,,,,,,,,,,,,65.77,,,,
62,10.1071/BT04024,fungal hyphae,greenhouse,"Inoculum: 1,5g of fungal hyphae isolated from wild plats of the same species",,"31°57'S, 115°49'E",1,grassland,grassland,,,,,,,,Caladenia arenicola,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
63,10.1071/BT04024,fungal hyphae,greenhouse,"Inoculum: 1,5g of fungal hyphae isolated from wild plats of the same species",,"31°57'S, 115°49'E",1,grassland,grassland,,,,,,,,Caladenia arenicola,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.93,,
64,10.1071/BT04024,fungal hyphae,greenhouse,"Inoculum: 1,5g of fungal hyphae isolated from wild plats of the same species",,"31°57'S, 115°49'E",1,grassland,grassland,,,,,,,,Caladenia arenicola,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.22,,
65,10.1071/BT04024,fungal hyphae,greenhouse,"Inoculum: 1,5g of fungal hyphae isolated from wild plats of the same species",,"31°57'S, 115°49'E",1,grassland,grassland,,,,,,,,Caladenia arenicola,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.93,,
66,10.1071/BT04024,fungal hyphae,greenhouse,Control: no inoculation,,"31°57'S, 115°49'E",1,grassland,grassland,,,,,,,,Caladenia arenicola,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
67,10.1111/nph.15367,no,greenhouse,"Control: Sterile Soil, MSS-MSS",sterilized mixed soil from sample sites inoculated with mixed soil from sample sites,northern Sweden (see map for exact sites),0,forest,forest,boreal,EM,other,see noteTreatments,,"N-NH4+, P-PO4-",,Pinus sylvestris,,,1,0,,3 months,0.42,0.03,0.24,0.02,0.17,0.01,,SE,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,10.1111/nph.15367,soil,greenhouse,"Inoculum: Subartic Soil from B. Pubescens forest, MSS-MSS",sterilized mixed soil from sample sites inoculated with mixed soil from sample sites,northern Sweden (see map for exact sites),0,forest,forest,subarctic,EM,other,,,"C, N, P, C:N, C:P, N:P, N-NH4-, P-PO4-",,Pinus sylvestris,,,1,1,,3 months,0.22,0.02,0.12,0.01,0.1,0.01,,SE,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,10.1111/nph.15367,soil,greenhouse,"Inoculum: Boreal Forest from mature P. Sylvestris forest with P. Abies in understory, MSS-MSS",sterilized mixed soil from sample sites inoculated with mixed soil from sample sites,northern Sweden (see map for exact sites),0,forest,forest,boreal,EM,other,,,"C, N, P, C:N, C:P, N:P, N-NH4-, P-PO4-",,Pinus sylvestris,,,1,1,,3 months,0.18,0.02,0.1,0.01,0.08,0.01,,SE,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,10.1111/nph.15367,no,greenhouse,"Control: Sterile Soil, ISS-MSS",sterilized mixed soil from sample sites inoculated with individual soil from sample sites,northern Sweden (see map for exact sites),0,forest,forest,boreal,EM,other,,,"N-NH4+, P-PO4-",,Pinus sylvestris,,,2,0,,3 months,0.34,0.04,0.18,0.02,0.16,0.02,,SE,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,10.1111/nph.15367,soil,greenhouse,"Inoculum: Subartic Soil from B. Pubescens forest, ISS-MSS",sterilized mixed soil from sample sites inoculated with individual soil from sample sites,northern Sweden (see map for exact sites),0,forest,forest,subarctic,EM,other,,,"C, N, P, C:N, C:P, N:P, N-NH4-, P-PO4-",,Pinus sylvestris,,,2,1,,3 months,0.25,0.02,0.14,0.01,0.11,0.01,,SE,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,10.1111/nph.15367,soil,greenhouse,"Inoculum: Boreal Forest from mature P. Sylvestris forest with P. Abies in understory, ISS-MSS",sterilized mixed soil from sample sites inoculated with individual soil from sample sites,northern Sweden (see map for exact sites),0,forest,forest,boreal,EM,other,,,"C, N, P, C:N, C:P, N:P, N-NH4-, P-PO4-",,Pinus sylvestris,,,2,1,,3 months,0.21,0.03,0.11,0.02,0.1,0.01,,SE,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,10.1111/nph.15367,no,greenhouse,"Control: Sterile Soil, MSS-ISS",sterilized individual soil from sample sites inoculated with mixed soil from sample sites,northern Sweden (see map for exact sites),0,forest,forest,boreal,EM,other,,,"N-NH4+, P-PO4-",,Pinus sylvestris,,,3,0,,3 months,0.36,0.04,0.2,0.03,0.16,0.02,,SE,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,10.1111/nph.15367,soil,greenhouse,"Inoculum: Subartic Soil from B. Pubescens forest, MSS-ISS",,northern Sweden (see map for exact sites),0,forest,forest,subarctic,EM,other,,,"C, N, P, C:N, C:P, N:P, N-NH4-, P-PO4-",,Pinus sylvestris,,,3,1,,3 months,0.22,0.03,0.13,0.02,0.09,0.01,,SE,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,10.1111/nph.15367,soil,greenhouse,"Inoculum: Boreal Forest from mature P. Sylvestris forest with P. Abies in understory, MSS-ISS",,northern Sweden (see map for exact sites),0,forest,forest,boreal,EM,other,,,"C, N, P, C:N, C:P, N:P, N-NH4-, P-PO4-",,Pinus sylvestris,,,3,1,,3 months,0.27,0.04,0.15,0.03,0.12,0.01,,SE,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,10.1111/nph.15367,no,greenhouse,"Control: Sterile Soil, ISS-ISS",sterilized individual soil from sample sites inoculated with individual soil from sample sites,northern Sweden (see map for exact sites),0,forest,forest,boreal,EM,other,,,"N-NH4+, P-PO4-",,Pinus sylvestris,,,4,0,,3 months,0.35,0.05,0.2,0.03,0.15,0.02,,SE,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,10.1111/nph.15367,soil,greenhouse,"Inoculum: Subartic Soil from B. Pubescens forest, ISS-ISS",sterilized individual soil from sample sites inoculated with individual soil from sample sites,northern Sweden (see map for exact sites),0,forest,forest,subarctic,EM,other,,,"C, N, P, C:N, C:P, N:P, N-NH4-, P-PO4-",,Pinus sylvestris,,,4,1,,3 months,0.23,0.03,0.14,0.02,0.09,0.01,,SE,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,10.1111/nph.15367,soil,greenhouse,"Inoculum: Boreal Forest from mature P. Sylvestris forest with P. Abies in understory, ISS-ISS",sterilized individual soil from sample sites inoculated with individual soil from sample sites,northern Sweden (see map for exact sites),0,forest,forest,boreal,EM,other,,,"C, N, P, C:N, C:P, N:P, N-NH4-, P-PO4-",,Pinus sylvestris,,,4,1,,3 months,0.18,0.02,0.12,0.02,0.05,0.01,,SE,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,10.1111/nph.15367,no,greenhouse,"Control: Sterile Soil, MSS-MSS",sterilized mixed soil from sample sites inoculated with mixed soil from sample sites,northern Sweden (see map for exact sites),0,forest,forest,boreal,EM,other,,,"N-NH4+, P-PO4-",,Picea abies,,,5,0,,3 months,0.08,0.016,0.051,0.012,0.03,0.004,,SE,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,10.1111/nph.15367,soil,greenhouse,"Inoculum: Subartic Soil from B. Pubescens forest, MSS-MSS",sterilized mixed soil from sample sites inoculated with mixed soil from sample sites,northern Sweden (see map for exact sites),0,forest,forest,subarctic,EM,other,,,"C, N, P, C:N, C:P, N:P, N-NH4-, P-PO4-",,Picea abies,,,5,1,,3 months,0.064,0.006,0.033,0.004,0.031,0.003,,SE,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,10.1111/nph.15367,soil,greenhouse,"Inoculum: Boreal Forest from mature P. Sylvestris forest with P. Abies in understory, MSS-MSS",sterilized mixed soil from sample sites inoculated with mixed soil from sample sites,northern Sweden (see map for exact sites),0,forest,forest,boreal,EM,other,,,"C, N, P, C:N, C:P, N:P, N-NH4-, P-PO4-",,Picea abies,,,5,1,,3 months,0.049,0.005,0.027,0.003,0.021,0.002,,SE,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,10.1111/nph.15367,no,greenhouse,"Control: Sterile Soil, ISS-MSS",sterilized mixed soil from sample sites inoculated with individual soil from sample sites,northern Sweden (see map for exact sites),0,forest,forest,boreal,EM,other,,,"N-NH4+, P-PO4-",,Picea abies,,,6,0,,3 months,0.12,0.019,0.072,0.012,0.047,0.007,,SE,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,10.1111/nph.15367,soil,greenhouse,"Inoculum: Subartic Soil from B. Pubescens forest, ISS-MSS",sterilized mixed soil from sample sites inoculated with individual soil from sample sites,northern Sweden (see map for exact sites),0,forest,forest,subarctic,EM,other,,,"C, N, P, C:N, C:P, N:P, N-NH4-, P-PO4-",,Picea abies,,,6,1,,3 months,0.092,0.011,0.048,0.007,0.044,0.005,,SE,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,10.1111/nph.15367,soil,greenhouse,"Inoculum: Boreal Forest from mature P. Sylvestris forest with P. Abies in understory, ISS-MSS",sterilized mixed soil from sample sites inoculated with individual soil from sample sites,northern Sweden (see map for exact sites),0,forest,forest,boreal,EM,other,,,"C, N, P, C:N, C:P, N:P, N-NH4-, P-PO4-",,Picea abies,,,6,1,,3 months,0.058,0.005,0.027,0.003,0.031,0.003,,SE,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,10.1111/nph.15367,no,greenhouse,"Control: Sterile Soil, MSS-ISS",sterilized individual soil from sample sites inoculated with mixed soil from sample sites,northern Sweden (see map for exact sites),0,forest,forest,boreal,EM,other,,,"N-NH4+, P-PO4-",,Picea abies,,,7,0,,3 months,0.11,0.019,0.065,0.014,0.045,0.006,,SE,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,10.1111/nph.15367,soil,greenhouse,"Inoculum: Subartic Soil from B. Pubescens forest, MSS-ISS",,northern Sweden (see map for exact sites),0,forest,forest,subarctic,EM,other,,,"C, N, P, C:N, C:P, N:P, N-NH4-, P-PO4-",,Picea abies,,,7,1,,3 months,0.057,0.01,0.029,0.007,0.028,0.004,,SE,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,10.1111/nph.15367,soil,greenhouse,"Inoculum: Boreal Forest from mature P. Sylvestris forest with P. Abies in understory, MSS-ISS",,northern Sweden (see map for exact sites),0,forest,forest,boreal,EM,other,,,"C, N, P, C:N, C:P, N:P, N-NH4-, P-PO4-",,Picea abies,,,7,1,,3 months,0.047,0.004,0.021,0.002,0.025,0.002,,SE,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,10.1111/nph.15367,no,greenhouse,"Control: Sterile Soil, ISS-ISS",sterilized individual soil from sample sites inoculated with individual soil from sample sites,northern Sweden (see map for exact sites),0,forest,forest,boreal,EM,other,,,"N-NH4+, P-PO4-",,Picea abies,,,8,0,,3 months,0.096,0.018,0.059,0.013,0.037,0.005,,SE,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,10.1111/nph.15367,soil,greenhouse,"Inoculum: Subartic Soil from B. Pubescens forest, ISS-ISS",sterilized individual soil from sample sites inoculated with individual soil from sample sites,northern Sweden (see map for exact sites),0,forest,forest,subarctic,EM,other,,,"C, N, P, C:N, C:P, N:P, N-NH4-, P-PO4-",,Picea abies,,,8,1,,3 months,0.072,0.007,0.038,0.004,0.034,0.003,,SE,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,10.1111/nph.15367,soil,greenhouse,"Inoculum: Boreal Forest from mature P. Sylvestris forest with P. Abies in understory, ISS-ISS",sterilized individual soil from sample sites inoculated with individual soil from sample sites,northern Sweden (see map for exact sites),0,forest,forest,boreal,EM,other,,,"C, N, P, C:N, C:P, N:P, N-NH4-, P-PO4-",,Picea abies,,,8,1,,3 months,0.069,0.01,0.037,0.007,0.033,0.003,,SE,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,10.1111/ele.12816,soil,greenhouse,Inoculum: Soil from Pinus halepensis forest,,"33°13'43''N, 35°33'52''E",1,broadleaf forest,forest,temperate,EM,paper,Live grassland soil (naturally poor in EMF) mixed with sand (55% per vol),,"NO2, TAN, NO3, TIN, VSS, PH, P, K, Mg, Zn, S, Na",grassland,Pinus halepensis,,,1,1,con,6 months,,,0.99,0.13,,,,SE,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.11,,,,
92,10.1111/ele.12816,soil,greenhouse,"Inoculum: Mean of Quercus calliprinos woodland, Quercus ithaburensis sparse woodland, Eucalyptus camaldulensis forest soil inoculation experiments",,"33°13'43''N, 35°33'52''E",1,broadleaf forest,forest,temperate,EM,paper,Live grassland soil (naturally poor in EMF) mixed with sand (55% per vol),,"NO2, TAN, NO3, TIN, VSS, PH, P, K, Mg, Zn, S, Na",grassland,Pinus halepensis,,,2,1,hetero,6 months,,,0.43,0.04,,,,SE,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.82,,,,
93,10.1111/ele.12816,sterile,greenhouse,Control: Sterilized Soil from Pinus halepensis forest,,"33°13'43''N, 35°33'52''E",1,broadleaf forest,forest,temperate,EM,paper,Live grassland soil (naturally poor in EMF) mixed with sand (55% per vol),,"NO2, TAN, NO3, TIN, VSS, PH, P, K, Mg, Zn, S, Na",grassland,Pinus halepensis,,,1,0,con,6 months,,,0.29,0.03,,,,SE,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.14,,,,
94,10.1111/ele.12816,sterile,greenhouse,"Control: Mean of Quercus calliprinos woodland, Quercus ithaburensis sparse woodland, Eucalyptus camaldulensis forest sterile soil inoculation experiments",,"33°13'43''N, 35°33'52''E",1,broadleaf forest,forest,temperate,EM,paper,Live grassland soil (naturally poor in EMF) mixed with sand (55% per vol),,"NO2, TAN, NO3, TIN, VSS, PH, P, K, Mg, Zn, S, Na",grassland,Pinus halepensis,,,2,0,hetero,6 months,,,0.27,0.03,,,,SE,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.67,,,,
95,10.1017/S0266467412000399,sterile,greenhouse,"Control: Sterilized mixture of soil samples from all study sites, steam sterilized for 72h",,"23°27'S, 51°28'W",1,shrubland/forest,forest,tropical,AM,paper,"low fertility soil, previously sterilized with steam",restoration,"pH, P, N, C, Ca, Mg, K",,Heliocarpus popayenensis,,,1,0,,3 months and 40 days,,,0.04,0.01,,,,SE,50,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
96,10.1017/S0266467412000399,soil,greenhouse,Inoculum: Soil from early successional stage after agricultural field abandonment,planted incoulated seedlings in bigger pot,"23°27'S, 51°28'W",1,shrubland/forest,forest,tropical,AM,paper,"low fertility soil, previously sterilized with steam",restoration,"pH, P, N, C, Ca, Mg, K",,Heliocarpus popayenensis,,,1,1,,3 months and 40 days,,,1.65,0.08,,,,SE,50,,,,,,,,,,,,,,,,,,,,,,,,,78.93333333,,,,,,,
97,10.1017/S0266467412000399,soil,greenhouse,"Inoculum: Soil from Young secondary forests, between 20 and 30 years old stands",planted incoulated seedlings in bigger pot,"23°27'S, 51°28'W",1,shrubland/forest,forest,tropical,AM,paper,"low fertility soil, previously sterilized with steam",restoration,"pH, P, N, C, Ca, Mg, K",,Heliocarpus popayenensis,,,1,1,,3 months and 40 days,,,1.32,0.06,,,,SE,50,,,,,,,,,,,,,,,,,,,,,,,,,52.53333333,,,,,,,
98,10.1017/S0266467412000399,soil,greenhouse,Inoculum: Soil from mature freost with late secondary and climax wood species,planted incoulated seedlings in bigger pot,"23°27'S, 51°28'W",1,shrubland/forest,forest,tropical,AM,paper,"low fertility soil, previously sterilized with steam",restoration,"pH, P, N, C, Ca, Mg, K",,Heliocarpus popayenensis,,,1,1,,3 months and 40 days,,,0.23,0.08,,,,SE,50,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,
99,10.1023/A:1015850905754,soil,greenhouse,Inoculum: Soil from plot with Lespedaza,,"45°22'N, 93°14'W",1,grassland,grassland,temperate,AM,paper,steam-pasteurized soil from Cedar Creek,,,,Lespedeza capitata,,,1,1,,12 weeks,13.8,,4.5,,8.9,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,10.1023/A:1015850905754,soil,greenhouse,Inoculum: Soil from plot with Schizachyrium,,"45°22'N, 93°14'W",1,grassland,grassland,temperate,AM,paper,steam-pasteurized soil from Cedar Creek,,,,Lespedeza capitata,,,1,1,,12 weeks,15,,4.6,,9.9,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,10.1023/A:1015850905754,soil,greenhouse,Inoculum: Soil from plot with Lespedaza and one random plant species,"Random plant species chosen from the following: Achillea millefolium L., Amorpha canescens Pursh., Andro pogon gerardi Vit., Asclepias tuberosa L., Elymus canadensis L., Koeleria cristata (Lam.) P. Beauv., Lespedeza capitata, Liatris aspera, Lupinus perennis L., Monarda fistulosa L., Panicum virgatum L., Petal ostemum candidum Michx., Petalostemum purpureum Vent., Poa pratensis L., Schizachyrium scoparium, Solidago nemoralis Aiton. Gray., and Sorghastrum nutans [L.] Nash","45°22'N, 93°14'W",1,grassland,grassland,temperate,AM,paper,steam-pasteurized soil from Cedar Creek,,,,Lespedeza capitata,,,1,1,,12 weeks,15.9,,5.2,,10.3,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,10.1023/A:1015850905754,soil,greenhouse,Inoculum: Soil from plot with Lespedaza and seven random plant species,"Random plant species chosen from the following: Achillea millefolium L., Amorpha canescens Pursh., Andro pogon gerardi Vit., Asclepias tuberosa L., Elymus canadensis L., Koeleria cristata (Lam.) P. Beauv., Lespedeza capitata, Liatris aspera, Lupinus perennis L., Monarda fistulosa L., Panicum virgatum L., Petal ostemum candidum Michx., Petalostemum purpureum Vent., Poa pratensis L., Schizachyrium scoparium, Solidago nemoralis Aiton. Gray., and Sorghastrum nutans [L.] Nash","45°22'N, 93°14'W",1,grassland,grassland,temperate,AM,paper,steam-pasteurized soil from Cedar Creek,,,,Lespedeza capitata,,,1,1,,12 weeks,17.3,,5.6,,11.1,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,10.1023/A:1015850905754,soil,greenhouse,Inoculum: Soil from plot with Lespedaza and 15 random plant species,"Random plant species chosen from the following: Achillea millefolium L., Amorpha canescens Pursh., Andro pogon gerardi Vit., Asclepias tuberosa L., Elymus canadensis L., Koeleria cristata (Lam.) P. Beauv., Lespedeza capitata, Liatris aspera, Lupinus perennis L., Monarda fistulosa L., Panicum virgatum L., Petal ostemum candidum Michx., Petalostemum purpureum Vent., Poa pratensis L., Schizachyrium scoparium, Solidago nemoralis Aiton. Gray., and Sorghastrum nutans [L.] Nash","45°22'N, 93°14'W",1,grassland,grassland,temperate,AM,paper,steam-pasteurized soil from Cedar Creek,,,,Lespedeza capitata,,,1,1,,12 weeks,16.3,,5.2,,10.6,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
