"","study_id","RESPONSE"
"1612","10.1007/s00442-009-1312-2"," plant biomass"
"1613","10.1007/s00442-009-1312-2"," responses these"
"1614","10.1007/s00442-009-1312-2"," plant growth"
"1615","10.1007/s00442-009-1312-2"," growth"
"1616","10.1007/s00442-009-1312-2"," biomass less"
"1617","10.1007/s00442-009-1312-2"," shoot biomass"
"1618","10.1016/j.chemosphere.2009.02.008","biomass yields"
"1619","10.1016/j.chemosphere.2009.02.008"," canavalia ensiformis growth nutrient"
"1620","10.1016/j.chemosphere.2009.02.008"," biomass yields nodulation"
"1621","10.1016/j.chemosphere.2009.01.046","plant biomass"
"1622","10.1016/j.chemosphere.2009.01.046"," plant growth"
"1623","10.1007/s00248-009-9489-9","growth the"
"1624","10.1007/s00248-009-9489-9"," microbial biomass"
"1625","10.1007/s00442-009-1294-0","plant biomass"
"1626","10.1007/s00442-009-1294-0"," weight"
"1627","10.1016/j.envpol.2008.12.030","more fungal biomass"
"1628","10.1080/15226510802378483","root growth"
"1629","10.1080/15226510802378483"," the shoot biomass"
"1630","10.1080/15226510802378483"," plant biomass"
"1631","10.1080/15226510802378483"," growth metal"
"1632","10.1080/15226510802378483"," plant growth"
"1633","10.1080/15226510802378483"," growth"
"1634","10.1007/s00572-009-0230-9","plant biomass"
"1635","10.1007/s00572-009-0230-9"," plant growth"
"1636","10.1016/j.envpol.2008.12.022",NA
"1637","10.1007/s00572-009-0228-3","mycelium biomass"
"1638","10.1007/s00572-009-0228-3"," root growth"
"1639","10.1007/s00442-008-1192-x","host plant biomass"
"1640","10.1007/s00442-008-1192-x"," growth"
"1641","10.1890/07-1394.1","biomass lost"
"1642","10.1890/07-1394.1"," biomass"
"1643","10.1890/07-1394.1"," the growth"
"1644","10.1890/07-1394.1"," biomass more"
"1645","10.1139/w08-081","yield"
"1646","10.1139/w08-081"," dry mass"
"1647","10.1139/w08-081"," plant growth"
"1648","10.1139/w08-081"," grain yields kg.ha(-1"
"1649","10.1139/w08-081"," plant height"
"1650","10.1139/w08-081"," yield mass"
"1651","10.1007/s00572-008-0203-4","biomass"
"1652","10.1007/s00572-008-0203-4"," seedling growth"
"1653","10.1016/s1001-0742(08)62121-x","biomass colonization length"
"1654","10.1016/s1001-0742(08)62121-x"," the growth mycorrhizae"
"1655","10.1111/j.1574-6968.2008.01318.x","dry weight"
"1656","10.1111/j.1574-6968.2008.01318.x"," plant growth"
"1657","10.1111/j.1574-6968.2008.01318.x"," plant growth satisfactory"
"1658","10.1016/j.ecoenv.2008.01.027","plant biomass"
"1659","10.1016/j.ecoenv.2008.01.027"," plant growth"
"1660","10.1007/s00572-008-0178-1","dry mass"
"1661","10.1007/s00572-008-0178-1"," the growth"
"1662","10.1016/j.chemosphere.2008.03.040","accumulation growth"
"1663","10.1016/j.chemosphere.2008.03.040"," biomass"
"1664","10.1016/j.chemosphere.2008.03.040"," plant growth"
"1665","10.3852/mycologia.100.1.6","growth"
"1666","10.1890/07-0823.1","host biomass"
"1667","10.1890/07-0823.1"," root responses"
"1668","10.1890/07-0823.1"," biomass"
"1669","10.1890/07-0823.1"," growth"
"1670","10.1890/07-0823.1"," response"
"1671","10.1890/07-0823.1"," biomass total"
"1672","10.1890/07-0823.1"," response biomass shoot total ratio"
"1673","10.1890/07-0823.1"," height"
"1674","10.1016/j.scitotenv.2008.02.003","microbial biomass"
"1675","10.1016/j.envpol.2008.01.003","root biomass"
"1676","10.1016/j.envpol.2008.01.003"," dry weights"
"1677","10.1016/j.envpol.2008.01.003"," the biomass"
"1678","10.1016/j.envpol.2008.01.003"," biomass the"
"1679","10.1055/s-2007-964963","growth"
"1680","10.1055/s-2007-964963"," shoot growth"
"1681","10.1016/j.biortech.2007.11.059","plant growth"
"1682","10.1016/j.biortech.2007.11.059"," plant growth"
"1683","10.1016/j.biortech.2007.11.059"," growth"
"1684","10.1016/s1001-0742(07)60203-4","dry weight"
"1685","10.1016/s1001-0742(07)60203-4"," root biomass"
"1686","10.1016/s1001-0742(07)60203-4"," plant biomass"
"1687","10.1016/j.jenvrad.2007.10.007","mixing different ratios"
"1688","10.1016/j.jenvrad.2007.10.007"," all mixing ratios"
"1689","10.1016/j.jenvrad.2007.10.007"," a greater biomass"
"1690","10.1016/j.jenvrad.2007.10.007"," plant growth"
"1691","10.1016/j.envpol.2007.10.023","biomass"
"1692","10.1016/j.envpol.2007.10.023"," plant growth"
"1693","10.1111/j.1365-2672.2007.03296.x","the growth"
"1694","10.1111/j.1365-2672.2007.03296.x"," plant growth"
"1695","10.1111/j.1365-2672.2007.03296.x"," growth"
"1696","10.1111/j.1365-2672.2007.03296.x"," survival growth increased"
"1697","10.1016/j.wasman.2007.05.008","shoot biomass"
"1698","10.1016/j.wasman.2007.05.008"," microbial biomass"
"1699","10.1016/j.wasman.2007.05.008"," plant growth"
"1700","10.1016/j.wasman.2007.05.008"," growth"
"1701","10.1016/j.envpol.2007.04.005",NA
"1702","10.1016/j.envpol.2007.04.002","plant biomass"
"1703","10.1016/j.jenvrad.2007.04.001","plant biomass"
"1704","10.1016/j.jenvrad.2007.04.001"," plant growth"
"1705","10.1016/j.jenvrad.2007.04.001"," plant biomass"
"1706","10.1007/s10646-007-0149-x","dry weight"
"1707","10.1007/s10646-007-0149-x"," an industrial area polluted polluted"
"1708","10.1007/s10646-007-0149-x"," biomass"
"1709","10.1007/s10646-007-0149-x"," the growth"
"1710","10.1007/s10646-007-0149-x"," seedling growth"
"1711","10.1007/s10646-007-0149-x"," growth the increased"
"1712","10.2134/jeq2006.0260","biomass n"
"1713","10.2134/jeq2006.0260"," whole-plant biomass"
"1714","10.2134/jeq2006.0260"," growth"
"1715","10.1016/j.envpol.2007.03.015","biomass yields"
"1716","10.1016/j.envpol.2007.03.015"," plant biomass"
"1717","10.1016/j.chemosphere.2007.02.068","plant growth"
"1718","10.1016/j.chemosphere.2007.02.068"," plant biomass"
"1719","10.3923/pjbs.2007.1491.1495","lai biomass ratio"
"1720","10.3923/pjbs.2007.1491.1495"," index total biomass mass 0.001"
"1721","10.3923/pjbs.2007.1491.1495"," biomass"
"1722","10.3923/pjbs.2007.1491.1495"," dry mass"
"1723","10.3923/pjbs.2007.1491.1495"," lowest biomass"
"1724","10.3923/pjbs.2007.1491.1495"," growth"
"1725","10.3923/pjbs.2007.1491.1495"," plant height"
"1726","10.1007/s00248-007-9239-9","plant growth"
"1727","10.1007/s00248-007-9239-9"," the growth"
"1728","10.1007/s00248-007-9239-9"," greater root biomass"
"1729",NA,"yield total"
"1730",NA," seedling growth"
"1731",NA," yield"
"1732",NA," early yield"
"1733","10.1055/s-2006-955946","small biomass"
"1734",NA,"dry weight"
"1735",NA," bacterial biomass"
"1736","10.1007/s00248-006-9078-0","root growth"
"1737","10.1016/j.envpol.2006.08.005","dry weight"
"1738","10.1016/j.envpol.2006.08.005"," plant biomass"
"1739","10.1016/j.envpol.2006.08.005"," plant growth"
"1740","10.1016/j.scitotenv.2006.07.008","root biomass"
"1741","10.1016/j.scitotenv.2006.07.008"," total biomass"
"1742","10.1016/j.envpol.2006.06.029",NA
"1743","10.1016/j.chemosphere.2006.07.007","biomass"
"1744","10.1016/j.chemosphere.2006.07.007"," plant growth"
"1745","10.1016/j.chemosphere.2006.07.007"," root growth"
"1746","10.1016/j.chemosphere.2006.07.007"," the biomass"
"1747","10.1016/j.jhazmat.2006.05.012","dry weight"
"1748","10.1016/j.jhazmat.2006.05.012"," larger biomass"
"1749","10.2134/jeq2005.0271","subspecies ovifera biomass"
"1750","10.2134/jeq2005.0271"," plant biomass"
"1751","10.2134/jeq2005.0271"," plant growth"
"1752","10.2134/jeq2005.0271"," the biomass"
"1753","10.1128/aem.63.11.4408-4412.1997","biomass accumulation"
"1754","10.1007/s10653-005-9020-2","higher biomass"
"1755","10.1007/s10653-005-9020-2"," plant biomass"
"1756","10.1007/s10653-005-9020-2"," plant growth"
"1757","10.1007/s10653-005-9020-2"," growth"
"1758","10.1016/j.chemosphere.2006.01.034","the growth"
"1759","10.1016/j.chemosphere.2006.01.034"," plant biomass"
"1760","10.1111/j.1365-2672.2005.02804.x","plant growth"
"1761","10.1111/j.1365-2672.2005.02804.x"," root growth"
"1762","10.1055/s-2005-872972","root biomass"
"1763","10.1055/s-2005-872972"," belowground biomass"
"1764","10.1007/s00572-005-0022-9","biomass ectomycorrhizal-root"
"1765","10.1007/s00572-005-0022-9"," root biomass"
"1766","10.1007/s00572-005-0022-9"," fine-root biomass"
"1767","10.1007/s00572-005-0022-9"," biomasses"
"1768","10.1007/s00572-005-0022-9"," these responses"
"1769","10.1007/s00572-005-0020-y","a better biomass yield"
"1770","10.1007/s00572-005-0020-y"," growth osmotica contents"
"1771","10.1007/s00572-005-0020-y"," biomass yield"
"1772","10.1111/j.1469-8137.2005.01490.x","biomass"
"1773","10.1111/j.1469-8137.2005.01490.x"," yield"
"1774","10.1111/j.1469-8137.2005.01490.x"," biomass"
"1775","10.1111/j.1469-8137.2005.01490.x"," biomass shoot"
"1776","10.1111/j.1469-8137.2005.01490.x"," yield biomass"
"1777","10.1111/j.1469-8137.2005.01490.x"," yield biomass phosphorus"
"1778","10.1007/s00572-005-0018-5","growth mortality"
"1779","10.1007/s00572-005-0018-5"," seed biomass"
"1780","10.1007/s00572-005-0018-5"," growth survival"
"1781","10.1007/s00572-005-0018-5"," plant growth"
"1782","10.1007/s00572-005-0018-5"," seedling growth"
"1783","10.1007/s00572-005-0018-5"," height"
"1784","10.1017/s0953756205002832","plant biomass"
"1785","10.1017/s0953756205002832"," biomass"
"1786","10.1017/s0953756205002832"," plant growth"
"1787","10.1017/s0953756205002832"," height number"
"1788","10.1017/s0953756205002832"," growth p status"
"1789","10.1007/s00572-005-0003-z","root mass"
"1790","10.1007/s00572-005-0003-z"," mass"
"1791","10.1016/j.chemosphere.2005.01.038","total biomass"
"1792","10.1016/j.chemosphere.2005.01.038"," growth"
"1793","10.1016/j.chemosphere.2005.01.038"," glutinosa growth a."
"1794","10.1016/j.envpol.2005.05.009","growth"
"1795","10.1016/j.envpol.2005.05.009"," the average biomass"
"1796","10.1016/j.envpol.2005.05.005",NA
"1797","10.1016/j.envint.2005.05.041","plant biomass"
"1798","10.1016/j.envint.2005.05.041"," the yield uptake"
"1799","10.1016/j.chemosphere.2005.01.029","shoot biomass"
"1800","10.1016/j.chemosphere.2005.01.029"," plant growth"
"1801","10.1016/j.jbiotec.2004.12.009","the growth limited nutrition"
"1802","10.1016/j.jbiotec.2004.12.009"," biomass"
"1803","10.1016/j.jbiotec.2004.12.009"," plant growth"
"1804","10.1016/j.scitotenv.2004.07.015","dry weight"
"1805","10.1016/j.scitotenv.2004.07.015"," biomass"
"1806","10.1016/j.chemosphere.2004.10.009","biomass"
"1807","10.1016/j.chemosphere.2004.10.009"," hemp growth"
"1808","10.1007/s00248-003-0131-y","biomass"
"1809","10.1007/s00248-003-0131-y"," plant growth"
"1810","10.1007/s00248-003-0131-y"," the growth"
"1811","10.1007/s00442-004-1777-y","root biomass"
"1812","10.1007/s00442-004-1777-y"," growth higher"
"1813","10.1007/s00442-004-1777-y"," shoot growth"
"1814","10.1007/s00442-004-1777-y"," growth"
"1815","10.1007/s00572-004-0321-6","plant biomass"
"1816","10.1007/s00572-004-0321-6"," plant growth"
"1817","10.1007/s00572-004-0321-6"," growth"
"1818","10.1016/j.envpol.2004.02.015","biomass"
"1819","10.1007/s00572-004-0312-7","fungal biomass"
"1820","10.1128/AEM.70.5.2692-2701.2004","microbial biomass"
"1821","10.1016/S0960-8524(03)00198-6","yield essential oil"
"1822","10.1016/S0960-8524(03)00198-6"," the herbage yield content"
"1823","10.1046/j.1469-8137.2003.00938.x","shoot biomass"
"1824","10.1007/s00572-003-0289-7","months growth"
"1825","10.1007/s00572-003-0289-7"," mycelial biomass"
"1826","10.1007/s00572-003-0289-7"," fungal biomass"
"1827","10.2134/jeq2003.2001","biomass"
"1828","10.2134/jeq2003.2001"," plant growth"
"1829","10.2134/jeq2003.2001"," growth"
"1830","10.2134/jeq2003.2001"," shoot total biomass"
"1831","10.1139/w03-073","trifolium l. growth functioning"
"1832","10.1139/w03-073"," plant growth"
"1833","10.1139/w03-073"," root biomass"
"1834","10.1139/w03-073"," root weight"
"1835","10.1007/s00572-003-0281-2","plant biomass"
"1836","10.1007/s00572-003-0281-2"," hyphal growth"
"1837","10.1007/s00572-003-0281-2"," depressed plant biomass"
"1838","10.1007/s00572-003-0224-y","collective biomass"
"1839","10.1007/s00572-003-0274-1","dry biomass"
"1840","10.1007/s00572-003-0274-1"," growth"
"1841","10.1007/s00572-003-0265-2","growth yield uptake"
"1842","10.1007/s00572-003-0265-2"," grain biomass yields"
"1843","10.1007/s00572-003-0265-2"," higher yields biomass"
"1844","10.1007/s00572-003-0265-2"," growth yield the improved"
"1845","10.1007/s00572-003-0265-2"," grain yields biomass"
"1846","10.1007/s00572-003-0265-2"," growth"
"1847","10.1007/s00572-003-0265-2"," grain yield acquisition"
"1848","10.1007/s00572-003-0265-2"," biomass yields"
"1849","10.1007/s00572-002-0213-6","shoot biomass"
"1850","10.1007/s00572-002-0213-6"," increased yield"
"1851","10.1016/s0269-7491(03)00195-7","shoot biomass"
"1852","10.1016/s0269-7491(03)00195-7"," growth further nutrition concentration"
"1853","10.1016/s0269-7491(03)00195-7"," trifolium p growth content plants"
"1854","10.1046/j.1469-8137.2003.00688.x","the biomass"
"1855","10.1007/s00267-002-2879-0","biomass"
"1856","10.1007/s00267-002-2879-0"," seedling growth"
"1857","10.1093/treephys/23.3.157","seedling growth"
"1858","10.1093/treephys/23.3.157"," biomass"
"1859","10.1093/treephys/23.3.157"," growth"
"1860","10.1093/treephys/23.3.157"," growth uptake"
"1861","10.1016/s0045-6535(02)00323-5","fungal biomass"
"1862","10.1007/s00442-002-1022-5","the highest shoot biomass total"
"1863","10.1007/s00442-002-1022-5"," root biomass"
"1864","10.1007/s00442-002-1022-5"," plant biomass"
"1865","10.1007/s00442-002-1022-5"," plant growth"
"1866","10.1007/s00442-002-1022-5"," shoot biomass total higher intensity"
"1867","10.1007/s00572-001-0147-4","the biomass"
"1868","10.1093/jexbot/53.371.1207","plant biomass"
"1869","10.1093/jexbot/53.371.1207"," plant growth"
"1870","10.1093/jexbot/53.371.1207"," growth"
"1871","10.1093/jexbot/53.371.1177","shoot biomass"
"1872","10.1093/jexbot/53.371.1177"," pod biomass"
"1873","10.1007/s00572-001-0140-y","biomass"
"1874","10.1007/s00572-001-0140-y"," plant biomass"
"1875","10.1007/s00572-001-0140-y"," seedling height"
"1876","10.1007/s00572-001-0140-y"," growth"
"1877","10.1007/s00572-001-0140-y"," height the"
"1878","10.3732/ajb.89.2.337","root biomass"
"1879","10.1046/j.0028-646X.2001.00265.x","unr growth"
"1880","10.1046/j.0028-646X.2001.00265.x"," shoot growth"
"1881","10.1046/j.0028-646X.2001.00265.x"," root biomass"
"1882","10.1078/0944-5013-00095","dry weight"
"1883","10.1078/0944-5013-00095"," biomass"
"1884","10.1078/0944-5013-00095"," the growth"
"1885","10.1007/s005720100122","dry biomass"
"1886","10.1007/s005720100122"," growth colonization"
"1887","10.1093/jexbot/51.347.1117","plant biomass"
"1888","10.1093/jexbot/51.347.1117"," root growth"
"1889","10.1046/j.1469-8137.1999.00471.x","the active fungal biomass"
"1890","10.1007/s004420050685","the biomass"
"1891","10.1007/s004420050685"," amf biomass"
"1892","10.1007/s004420050685"," the growth"
"1893","10.1007/s004420050685"," hyphal growth"
"1894","10.1007/s004420050685"," plant biomass"
"1895","10.1007/s004420050685"," amf growth hyphal"
"1896",NA,"plant biomass"
"1897",NA," biomass"
"1898",NA," the growth"
"1899","10.1007/s005720050190","pine biomass"
"1900","10.1007/s005720050190"," plant growth"
"1901","10.1007/s005720050190"," pine growth"
"1902","10.1046/j.1469-8137.1997.00786.x","were biomass"
"1903",NA,"vegetative growth"
"1904",NA," growth"
"1905",NA," plant mass"
"1906",NA,"height stem diameter"
"1907",NA," more biomass"
"1908",NA," biomass shoot weight"
"1909",NA," root growth"
"1910",NA," growth height"
"1911",NA," nodule weight"
"1912",NA," height diameter"
"1913",NA," growth"
"1914",NA," the growth"
"1915",NA," biomass nodule weight"
"1916",NA," growth height diameter"
"1917","10.1016/0269-7491(95)00081-x","dry weight"
"1918","10.1016/0269-7491(95)00081-x"," the biomass greatest"
"1919","10.1016/0269-7491(95)00081-x"," whole-plant biomass"
"1920","10.1016/0269-7491(95)00081-x"," n biomass tissues"
"1921","10.1016/0269-7491(95)00081-x"," plant biomass"
"1922","10.1016/0269-7491(95)00081-x"," biomass"
"1923","10.1016/0269-7491(95)00081-x"," plant growth"
"1924","10.1016/0269-7491(95)93444-5","plant biomass"
"1925","10.1016/0269-7491(95)93444-5"," plant growth"
"1926","10.1016/0269-7491(94)90188-0","biomass"
"1927","10.1016/0269-7491(94)90188-0"," plant growth"
"1928","10.1016/0269-7491(94)90188-0"," the biomass produced"
"1929","10.1016/0269-7491(94)90188-0"," biomass greater"
"1930","10.1104/pp.101.3.1063","dry weight"
"1931","10.1104/pp.101.3.1063"," root growth"
"1932","10.1104/pp.101.3.1063"," biomass colonization concentration"
"1933","10.1104/pp.101.3.1063"," root biomass"
"1934","10.1104/pp.101.3.1063"," whole-plant growth"
"1935","10.1104/pp.101.3.1063"," growth"
"1936","10.1104/pp.101.3.1063"," mycorrhizal-induced growth"
"1937","10.1007/BF00317489","root mass"
"1938","10.1007/BF00317489"," shoot mass"
"1939","10.1007/BF00317489"," more biomass p"
"1940","10.1007/BF00317489"," growth"
"1941","10.1007/BF00317489"," mass total"
"1942","10.1007/BF01225356","plant height"
"1943","10.1007/BF01225356"," biomass phosphate"
"1944","10.1111/j.1469-8137.1990.tb00376.x","plant biomass"
"1945","10.1111/j.1469-8137.1990.tb00376.x"," responses"
"1946","10.1111/j.1469-8137.1990.tb00376.x"," plant growth"
"1947","10.1111/j.1469-8137.1990.tb00376.x"," growth"
"1948","10.1111/j.1469-8137.1990.tb00376.x"," growth phosphorus"
"1949",NA,"more biomass"
"1950",NA," plant growth"
